Grado,Apellido paterno ,Apellido Materno,Nombre,Nivel ,Institución de adcripción ,Área de conocimiento
DRA.,PICK,STEINER,SUSAN EMILY,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
MED.,CHAVEZ,COSIO,EDMUNDO,3,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,Área II: Biología y Química
DR.,MORA,DELGADO,MARCO ANTONIO,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área II: Biología y Química
DR.,ZARATE,DEL VALLE,PEDRO FAUSTINO,1,UNIVERSIDAD DE GUADALAJARA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,ARANDA,GOMEZ,JOSE JORGE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,SALAZAR,IBARGUEN,HUMBERTO ANTONIO,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área I: Físico-Matemáticas y Ciencias de la Tierra
M. EN C.,ROJO,ASENJO,ONOFRE,2,INSTITUTO POLITECNICO NACIONAL,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,ESPIN,OCAMPO,ELDA GUADALUPE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,PALACIOS,DE LA LAMA,RAFAEL RAUL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,ORTIZ,SALAZAR,MARIA ESTHER,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,FARIAS,SANCHEZ,MARIO HUMBERTO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,SCHMIDT,OSMANCZIK,UTE B?RBEL,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,COTA,ARAIZA,LEONEL SUSANO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,COTA,ARAIZA,ERNESTO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,DEL CASTILLO,DAVILA,LUIS FELIPE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,VENTURA,JUAREZ,JAVIER,2,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,Área III: Medicina y Ciencias de la Salud
DR.,RODRIGUEZ,ZEPEDA,ROSALIO FERNANDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,DOMINGUEZ,ESQUIVEL,JOSE MANUEL,3,INSTITUTO MEXICANO DEL PETROLEO,Área VII: Ingenierías
DR.,PALACIOS,VARGAS,GUADALUPE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,PIÑA,GARZA,EDUARDO,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,ESPINDOLA,CASTRO,JUAN MANUEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,SINGH,SINGH,SHRI KRISHNA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,CORTES,ZORRILLA,JOSE,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área V: Ciencias Sociales
DR.,ZINKER,RUZAL,SAMUEL,1,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,MARTINEZ,GOMEZ,LORENZO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: Ingenierías
DR.,PAREDES,LOPEZ,OCTAVIO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,POSADAS,DEL RIO,FRANCISCO ANIBAL,1,UNIVERSIDAD DE GUADALAJARA,Área III: Medicina y Ciencias de la Salud
DRA.,FERREIRO,SCHIAVI,EMILIA BEATRIZ MARIA,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área IV: Humanidades y Ciencias de la Conducta
DR.,SAURI,DUCH,ENRIQUE,1,TECNOLOGICO NACIONAL DE MEXICO,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,ANDRADE,NARVAEZ,FERNANDO JOSE,1,UNIVERSIDAD AUTONOMA DE YUCATAN,Área II: Biología y Química
DR.,ZEPEDA,DOMINGUEZ,ARNULFO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,ARREGUIN,SANCHEZ,FRANCISCO,3,INSTITUTO POLITECNICO NACIONAL,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,DICKINSON,BANNACK,FEDERICO HORACIO,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área III: Medicina y Ciencias de la Salud
DR.,BARCENA,GAMA,JOSE RICARDO,2,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,LAGUNES,TEJEDA,ANGEL,1,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,PARRA,HAKE,MIGUEL PEDRO,2,TECNOLOGICO NACIONAL DE MEXICO,Área II: Biología y Química
DR.,SOMANATHAN,,RATNASAMY,3,TECNOLOGICO NACIONAL DE MEXICO,Área II: Biología y Química
DR.,CARRILLO,CALVET,HUMBERTO ANDRES,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: Ingenierías
DR.,VASQUEZ,PELAEZ,CARLOS GUSTAVO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,MARTINEZ,RICHA,ANTONIO,3,UNIVERSIDAD DE GUANAJUATO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,RECAMIER,ANGELINI,JOSE FRANCISCO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,JAUREGUI,RENAUD,ROCIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,MANCILLA,PERCINO,TERESA,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,SOLORZA,FERIA,OMAR,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,PAZ,SANDOVAL,MARIA DE LOS ANGELES,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,IBAÑEZ,CORNEJO,JORGE GUILLERMO,3,UNIVERSIDAD IBEROAMERICANA,Área II: Biología y Química
DRA.,CONTRERAS,THEUREL,ROSALINDA,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,LAGUARDA,FIGUERAS,ALFREDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,BARRERA,PEREZ,RUBEN GERARDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,BRUNER,ITURBIDE,CARLOS ANTONIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,CRUZ,JIMENEZ,SALVADOR ANTONIO,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MARTINEZ,VILLAFANE,ALBERTO,3,Sin información ,Área VII: Ingenierías
DR.,RAMIREZ,PULIDO,JOSE,2,UNIVERSIDAD AUTONOMA METROPOLITANA,Área II: Biología y Química
DR.,REYES,ROMERO,MIGUEL ARTURO,2,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,Área III: Medicina y Ciencias de la Salud
DRA.,MANZANILLA,NAIM,LINDA ROSA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,MEAS,VONG,YUNNY,3,"CENTRO DE INVESTIGACION Y DESARROLLO TECNOLOGICO EN ELECTROQUIMICA, S.",Área VII: Ingenierías
DR.,ROMO,JONES,JOSE MANUEL,1,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MUNGUIA,OROZCO,LUIS,2,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,GAZQUEZ,MATEOS,JOSE LUIS,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,ORTIZ,ROMERO VARGAS,MARIA ELBA,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área II: Biología y Química
DR.,CASTILLO,CABALLERO,ROLANDO CRISOSTOMO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,GALVAN,ESPINOSA,MARCELO ENRIQUE,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,SANCHEZ,CAMPEROS,EDGAR NELSON,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VII: Ingenierías
DR.,RUIZ,BOULLOSA,RICARDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,PADUA,NESRALA,JORGE ANTONIO,3,"EL COLEGIO DE MEXICO, A.C.",Área V: Ciencias Sociales
M. EN C.,HINOJOSA,CORONA,ALEJANDRO,1,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,SOTO,EGUIBAR,ENRIQUE,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área III: Medicina y Ciencias de la Salud
DR.,GOMEZ,TREVIÑO,ENRIQUE,2,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,VARGAS,JARILLO,CRISTOBAL,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,HERNANDEZ,ARANA,ANDRES,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área II: Biología y Química
DR.,DREYFUS,CORTES,GEORGES,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,PARDO,CEMO,ANNIE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: Medicina y Ciencias de la Salud
DRA.,LASTRA,GARCIA,CLEMENTINA YOLANDA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,MONZON,GARCIA,MARIA-CRISTINA,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: Humanidades y Ciencias de la Conducta
DRA.,ROSALES,HOZ,MARIA TOMASA LETICIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,CARRANZA,EDWARDS,ARTURO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,ROSALES,HOZ,MARIA DEL JESUS DEL SAGRA,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DRA.,PASANTES,ORDOÑEZ,HERMINIA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,PEREZ,DE LA MORA,MIGUEL ANGEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,GUTIERREZ,CORONA,J. FELIX,3,UNIVERSIDAD DE GUANAJUATO,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,POSSANI,POSTAY,LOURIVAL DOMINGOS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,NEGRON,MENDOZA,ALICIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,MOLINA,SALAZAR,RAUL ENRIQUE,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área V: Ciencias Sociales
DR.,GARCIA,ALDRETE,ALFONSO NERI,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,GNECCO,MEDINA,DINO HERNAN,3,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área II: Biología y Química
DR.,VAZQUEZ,NIN,GERARDO HEBERT,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,MOLINA,TORRES,JORGE,1,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,LARA,ROSANO,FELIPE DE JESUS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: Ingenierías
DR.,MARTINEZ,.,ROBERTO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,DRUCKER,COLIN,RENE RAUL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,ULLOA,SOSA,MIGUEL ARMANDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,ECHEVERRIA,MARTINEZ,OLGA MARGARITA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,RENDON,ALARCON,JORGE,2,UNIVERSIDAD AUTONOMA METROPOLITANA,Área IV: Humanidades y Ciencias de la Conducta
DRA.,RECILLAS,PISHMISH,ELSA,1,INSTITUTO NACIONAL DE ASTROFISICA OPTICA Y ELECTRONICA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,CARRASCO,BAZUA,LUIS,3,INSTITUTO NACIONAL DE ASTROFISICA OPTICA Y ELECTRONICA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MENDIETA,JIMENEZ,FRANCISCO JAVIER,2,SECRETARIA DE COMUNICACIONES Y TRANSPORTES,Área VII: Ingenierías
DR.,MIRANDA,COLIN,SALVADOR,2,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,DULTZIN,KESSLER,DEBORAH,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,MORENO,CADENAS,JOSE ANTONIO,1,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VII: Ingenierías
DR.,HACYAN,SALERYAN,SAHEN,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,JUAREZ,WYSOZKA,SARA REBECA,2,INSTITUTO POLITECNICO NACIONAL,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,JAUREGUI,OSTOS,DOMINGO ERNESTO,3,Sin información ,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,LEAL,Y FERNANDEZ,JUAN FELIPE,2,Sin información ,Área V: Ciencias Sociales
DR.,MERCADO,DOMENECH,SERAFIN JOEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,PARRA,VAZQUEZ,MANUEL ROBERTO,2,EL COLEGIO DE LA FRONTERA SUR,Área V: Ciencias Sociales
DR.,WOLF,BOGNER,KURT BERNARDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,RODRIGUEZ,ARAUJO,OCTAVIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,SOTO,HERNANDEZ,RAMON MARCOS,3,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,TAPIA,IBARGUENGOYTIA,RICARDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,NIEWIEROWICZ,SWIECICKA,TADEUSZ,1,Sin información ,Área VII: Ingenierías
DR.,GARRITZ,RUIZ,ANDONI,3,Sin información ,Área IV: Humanidades y Ciencias de la Conducta
DR.,KAWECKI,ZLOTKOWSKA,LESZEK ZBIGNIEW,1,Sin información ,Área VII: Ingenierías
DR.,ROJAS,GONZALEZ,FERNANDO,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,SARMIENTO,GALAN,ANTONIO FERNANDO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,CASTILLO,ALVARADO,FRAY DE LANDA,3,INSTITUTO POLITECNICO NACIONAL,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,KORNHAUSER,STRAUS,ISAAC,2,UNIVERSIDAD AUTONOMA METROPOLITANA,Área I: Físico-Matemáticas y Ciencias de la Tierra
M. EN C.,SOUSA,SANCHEZ,MARIO,2,Sin información ,Área II: Biología y Química
DRA.,LAPIDUS,LAVINE,GRETCHEN TERRI,2,UNIVERSIDAD AUTONOMA METROPOLITANA,Área VII: Ingenierías
DR.,WILSON,ROBERTS,RICHARD GORDON,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,CANTO,ILLA,JORGE DANIEL CARLOS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,GALINDO,FENTANES,ENRIQUE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,GARCIA,SALGADO,TOMAS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,OLIVA,SALINAS,JUAN GERARDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,DELGADILLO,MOYA,CLAUDIO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,BARRIO,PAREDES,RAFAEL ANGEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,TAGUEÑA,PARGA,JULIA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,HEIRAS,AGUIRRE,JESUS LEONARDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,ROSADO,SOLIS,MARGARITA EUGENIA DEL SOCORRO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,URIBE,SANCHEZ,FRANCISCO JAVIER,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,CONTRERAS,PEREZ,CARLOS MANUEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: Medicina y Ciencias de la Salud
DRA.,VALDES,RAMIREZ,MARIA DE LOS ANGELES,3,Sin información ,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,BRODA,PRUCHA,JOHANNA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,MINZONI,ALESSIO,ANTONMARIA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,SABINA,CISCAR,FEDERICO JUAN,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,GARCIA,REIMBERT,CATHERINE,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,MEDINA-MORA,ICAZA,MARIA ELENA TERESA,3,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área IV: Humanidades y Ciencias de la Conducta
DR.,FAHMEL,BEYER,BERND WALTER FEDERICO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,KLAPP,ESCRIBANO,JAIME LAZARO,2,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,TAMAYO,MEZA,PEDRO ALEJANDRO,1,INSTITUTO POLITECNICO NACIONAL,Área VII: Ingenierías
DR.,BRAILOVSKY,ALPEROWITZ,HARRY URAD,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,SORIANO,GARCIA,MANUEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,TOSCANO,,RUBEN ALFREDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,MORALES,ACEVEDO,JOSE ARTURO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VII: Ingenierías
DR.,AZORIN,NIETO,JUAN,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,AMAYA,TAPIA,ALEJANDRO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,GOMEZ MONT,AVALOS,XAVIER,3,"CENTRO DE INVESTIGACION EN MATEMATICAS, A.C.",Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,SALMON,SALAZAR,MANUEL DE JESUS,3,Sin información ,Área II: Biología y Química
DR.,LOPEZ,REVILLA,RUBEN HIPOLITO,2,"INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA, A.C.",Área II: Biología y Química
DR.,FRIXIONE,GARDUÑO,ARRIANO EUGENIO BENITO,1,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área IV: Humanidades y Ciencias de la Conducta
M. EN C.,HERNANDEZ,RODRIGUEZ,JORGE MANUEL,2,Sin información ,Área III: Medicina y Ciencias de la Salud
DR.,VALENCIA,JUILLERAT,MAURO EDUARDO FERNANDO,3,UNIVERSIDAD DE SONORA,Área III: Medicina y Ciencias de la Salud
DR.,SALAS,ALVARADO,MANUEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,PEREZ,GUTIERREZ,MARIA SALUD,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área II: Biología y Química
DR.,LLAMAS,HUITRON,IGNACIO,2,UNIVERSIDAD AUTONOMA METROPOLITANA,Área V: Ciencias Sociales
DR.,SANCHEZ,SILVA,FLORENCIO,1,INSTITUTO POLITECNICO NACIONAL,Área VII: Ingenierías
DR.,YUSTE,LOPEZ,FRANCISCO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,ORTIZ,MENDOZA,BENJAMIN,2,Sin información ,Área II: Biología y Química
DR.,RODRIGUEZ,DAGNINO,RAMON MARTIN,2,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Área VII: Ingenierías
DR.,GONZALEZ,LEON,CARLOS MANUEL,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,ROLDAN,QUINTANA,JAIME SERGIO FELIPE,1,Sin información ,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,CETINA,ALCALA,VICTOR MANUEL,1,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,VELAZQUEZ,MARTINEZ,ALEJANDRO,2,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,JIMENEZ,ESTRADA,MANUEL,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,CALVA,MERCADO,EDMUNDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,ESTRADA,MEDINA,JESUS ALEJANDRO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,MOCHAN,BACKAL,WOLF LUIS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,FLORES,VALDES,ALFREDO,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VII: Ingenierías
DR.,TORRENS,MIQUEL,HUGO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,PIMENTEL,RICO,LUIS OCTAVIO,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,GARCIA,DE LA MORA,GUSTAVO ALBERTO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,PORTER,KAMLIN,ROBERT MICHAEL,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,VARGAS,MENDOZA,JOSE ANTONIO,1,INSTITUTO POLITECNICO NACIONAL,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,VERJOVSKY,SOLA,SANTIAGO ALBERTO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,SOLIS,WOLFOWITZ,VIVIANE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,WEISS,STEIDER,BENNY,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: Medicina y Ciencias de la Salud
DR.,RODRIGUEZ,CASTILLO,RAMIRO,2,Sin información ,Área I: Físico-Matemáticas y Ciencias de la Tierra
